nombre_ent,nombre_mun,nombre_tip,d_nombre,d_codigopo
Morelos,Yautepec,Colonia,Emiliano Zapata,62733
Puebla,Huauchinango,Pueblo,Las Colonias de Hidalgo,73165
Chiapas,Salto de Agua,Ejido,Arroyo Agua Azul,29907
Jalisco,Zapopan,Colonia,Los Canteros,45190
Oaxaca,San Juan Comaltepec,Pueblo,San Juan Comaltepec,68990
Quintana Roo,Cozumel,Fraccionamiento,Magisterio,77660
Colima,Colima,Fraccionamiento,El Prado,28078
Baja California Sur,La Paz,Fraccionamiento,El Palmar I,23089
Tlaxcala,Chiautempan,Colonia,Providencia,90804
Durango,Poanas,Pueblo,Los ?ngeles,34820
Tamaulipas,Nuevo Laredo,Colonia,Emiliano Zapata,88144
Puebla,Huauchinango,Pueblo,Michiuca,73165
Jalisco,Zapopan,Conjunto habitacional,Conjunto Ritz,45190
Baja California Sur,La Paz,Colonia,Villas del Cortes,23089
Baja California,Tijuana,Colonia,De los Maestros,22640
Tlaxcala,Chiautempan,Unidad habitacional,Texcacoac,90806
Sinaloa,Salvador Alvarado,Pueblo,El Taballal,81530
Durango,Poanas,Ejido,Orizaba,34823
Tamaulipas,Nuevo Laredo,Colonia,Las Alazanas,88144
Morelos,Yautepec,Barrio,Santiago,62732
Puebla,Huauchinango,Pueblo,Patoltecoya,73165
Chiapas,Salto de Agua,Ejido,Las Colmenas,29906
Jalisco,Zapopan,Colonia,Victor Hugo,45190
Veracruz de Ignacio de la Llave,Perote,Colonia,Justo Sierra,91275
Baja California Sur,La Paz,Fraccionamiento,Olas Altas,23089
Colima,Manzanillo,Fraccionamiento,Paraiso Salagua,28869
Campeche,Calakmul,Ejido,Nueva Vida,24644
Hidalgo,Chapantongo,Ejido,San Bartolo Ozocalpan,42910
Tamaulipas,Nuevo Laredo,Colonia,Los Garza,88144
Tlaxcala,Tlaxcala,Fraccionamiento,Huertas de San Francisco,90005
Puebla,Huauchinango,Pueblo,Totolapa,73165
Chiapas,Salto de Agua,Ejido,Actiepa Yochib,29907
Jalisco,Zapopan,Condominio,Villa Atemajac,45190
Baja California,Tijuana,Colonia,Alfonso Ballesteros,22635
Tlaxcala,Apizaco,Fraccionamiento,Apatlahuaya,90355
Baja California Sur,Los Cabos,Colonia,Magisterial Viva,23477
Tabasco,Jalapa,Pueblo,Astapa,86830
Campeche,Calakmul,Ejido,Nuevo Campanario,24648
Durango,Poanas,Ejido,18 de Agosto,34804
Morelos,Yautepec,Colonia,Alfredo Bonfil,62733
Chiapas,Salto de Agua,Ejido,Nuevo Mundo,29904
Jalisco,Zapopan,Colonia,Villas Alcalde,45190
Baja California,Tijuana,Colonia,Patrimonio Familiar,22636
Tlaxcala,Apizaco,Fraccionamiento,El Llano,90380
Colima,Manzanillo,Fraccionamiento,Marimar,28869
Baja California Sur,Los Cabos,Fraccionamiento,Misiones del Cabo,23455
Hidalgo,Chapantongo,Pueblo,Zimapantongo,42910
Tamaulipas,Nuevo Laredo,Colonia,Lomas del Rey,88145
Chiapas,Salto de Agua,Pueblo,Potioja 1a Secc,29908
Colima,Colima,Colonia,Las Bugambilias,28090
Sinaloa,Angostura,Colonia,Angostura Centro,81600
Baja California Sur,La Paz,Colonia,Laguna Azul,23038
Tlaxcala,Apizaco,Fraccionamiento,Hogares Ferrocarrileros 3,90329
Durango,Poanas,Pueblo,La Joya,34826
Tamaulipas,Nuevo Laredo,Colonia,Los Virreyes,88145
Chiapas,Salto de Agua,Ejido,La Esperanza,29902
Oaxaca,Salina Cruz,Colonia,Adolfo Lopez Mateos,70614
Veracruz de Ignacio de la Llave,Juchique de Ferrer,Colonia,La Aurora,91443
Nayarit,Compostela,Barrio,Las Fuentes,63715
Tlaxcala,Apizaco,Fraccionamiento,San Diego,90355
Colima,Manzanillo,Puerto,Manzanillo,28236
Tamaulipas,Nuevo Laredo,Colonia,Tamaulipas,88145
Chiapas,Salto de Agua,Ejido,Lumija,29908
Jalisco,Zapopan,Condominio,Del Federalismo,45180
Oaxaca,San Pedro Pochutla,Barrio,Agete,70902
Sinaloa,Angostura,Pueblo,Alhuey,81610
Baja California Sur,La Paz,Colonia,Marquez de Leon,23038
Baja California,Tijuana,Colonia,Ejido Matamoros,22204
Nayarit,Compostela,Barrio,Tepeyac,63715
Colima,Villa de ?lvarez,Fraccionamiento,Las Rosas,28982
Durango,Nombre de Dios,Pueblo,Nixtalpan,34850
Tamaulipas,Nuevo Laredo,Colonia,Claudette,88146
Morelos,Yautepec,Colonia,Jacarandas,62732
Puebla,Huauchinango,Pueblo,Xopanapa,73168
Quintana Roo,Isla Mujeres,Unidad habitacional,23 de Noviembre,77400
Nayarit,Compostela,Barrio,Atenas,63715
Tlaxcala,Apizaco,Colonia,El Cerrito,90402
Puebla,Ahuazotepec,Pueblo,Ahuazotepec,73180
Tabasco,Jalapa,Ejido,Tequila,86830
Durango,Nombre de Dios,Colonia,Nombre de Dios Centro,34840
Tamaulipas,Nuevo Laredo,Fraccionamiento,Las Lomas,88147
Chiapas,Salto de Agua,Ejido,Pueblo Nuevo,29908
Veracruz de Ignacio de la Llave,Vega de Alatorre,Colonia,La Diana Alta,93960
Sinaloa,Angostura,Pueblo,El ?bano,81620
Nayarit,Compostela,Barrio,Puerta de Oro,63715
Baja California Sur,Los Cabos,Fraccionamiento,Altos de Miramar,23456
Quintana Roo,Solidaridad,Fraccionamiento,Playa Azul,77724
Campeche,Calakmul,Ejido,Plan de San Luis,24648
Durango,Nombre de Dios,Ejido,Emilio Portes Gil,34865
Tamaulipas,Nuevo Laredo,Colonia,El Remolino,88150
Morelos,Yautepec,Colonia,Vicente Estrada Cajigal,62732
Veracruz de Ignacio de la Llave,Vega de Alatorre,Fraccionamiento,La Firmeza,93980
Oaxaca,Santiago Suchilquitongo,Barrio,Del Agua Buena,68230
Nayarit,Compostela,Barrio,Agua Azul,63715
Colima,Manzanillo,Fraccionamiento,Los Altos,28865
Campeche,Calakmul,Ejido,Puebla de Morelia,24654
Veracruz de Ignacio de la Llave,Alvarado,Barrio,La Fuente,95274
Sonora,Cajeme,Colonia,Real Del Sol,85019
Tamaulipas,Nuevo Laredo,Colonia,Roma,88150
Tlaxcala,Tlaxcala,Fraccionamiento,Mi Lupita,90050
Chiapas,Tila,Pueblo,El Limar,29910
Jalisco,Zapopan,Colonia,La Experiencia,45198
Sinaloa,Angostura,Pueblo,La Primavera,81621
Baja California,Tijuana,Colonia,Nido de las ?guilas,22473
Baja California Sur,Los Cabos,Fraccionamiento,Buenos Aires,23456
Campeche,Calakmul,Ejido,Quiche las Pailas,24646
Durango,Nombre de Dios,Ejido,El Venado,34887
Tamaulipas,Nuevo Laredo,Colonia,Hidalgo,88160
Morelos,Yautepec,Colonia,Ignacio Manuel Altamirano,62732
Tlaxcala,Tlaxcala,Fraccionamiento,Bugambilias,90117
Jalisco,Zapopan,Colonia,Molino Del Salvador,45198
Sinaloa,Angostura,Pueblo,La Palma,81622
Baja California,Tijuana,Parque industrial,Ciudad Industrial,22444
Nayarit,Compostela,Colonia,Nueva Galicia,63715
Baja California Sur,Los Cabos,Fraccionamiento,El Palmar,23456
Sonora,Cajeme,Colonia,Agronomos,85030
Tlaxcala,Nanacamilpa de Mariano Arista,Colonia,La Villa,90280
Morelos,Yautepec,Colonia,13 de Septiembre,62732
Chiapas,Tila,Pueblo,Shoctic,29910
Jalisco,Zapopan,Colonia,Arroyo Hondo 2a Secc,45186
Baja California,Tijuana,Colonia,Magisterial,22470
Nayarit,Compostela,Colonia,Nueva Era,63715
Puebla,Ahuazotepec,Ejido,Tejamaniles,73193
Campeche,Calakmul,Ejido,San Miguel,24646
Durango,Nombre de Dios,Pueblo,El Llano,34850
Zacatecas,Ojocaliente,Barrio,Chinanpas,98717
Tlaxcala,Tzompantepec,Fraccionamiento,San Pablo,90490
Veracruz de Ignacio de la Llave,Isla,Colonia,La Gravera,95646
Chiapas,Tila,Pueblo,Tila,29910
Baja California,Tijuana,Colonia,Roberto de La Madrid,22435
Baja California Sur,Los Cabos,Fraccionamiento,Privada Perla,23456
Puebla,Ahuazotepec,Hacienda,Buenavista,73195
Durango,Nombre de Dios,Pueblo,La Constancia,34857
Morelos,Tlayacapan,Colonia,Las Vivianas,62546
Veracruz de Ignacio de la Llave,Catemaco,Colonia,Granja,95870
Zacatecas,Ojocaliente,Fraccionamiento,Chinanpas,98717
Tlaxcala,Tzompantepec,Fraccionamiento,Los Girasoles,90490
Nayarit,Compostela,Fraccionamiento,Jalisco,63715
Baja California Sur,Los Cabos,Fraccionamiento,Real de Miramar,23456
Tabasco,Jalapa,Pueblo,Jahuacapa,86840
Sonora,Cajeme,Colonia,Villa California,85038
Morelos,Yautepec,Barrio,San Juan,62733
Zacatecas,Ojocaliente,Fraccionamiento,El Fresno,98717
Jalisco,Zapopan,Colonia,Lomas Del Refugio,45186
Veracruz de Ignacio de la Llave,Veracruz,Colonia,La Guadalupe,91697
Campeche,Calakmul,Ejido,Tomas Aznar Barbachano,24645
Durango,Nombre de Dios,Pueblo,Texcalillo,34857
Sonora,Cajeme,Unidad habitacional,Fovissste 3,85039
Tamaulipas,Nuevo Laredo,Ejido,El Bayito,88176
Morelos,Yautepec,Unidad habitacional,San Carlos,62737
Hidalgo,Tetepango,Colonia,Tetepango Centro,42940
Puebla,Juan Galindo,Pueblo,Nuevo Necaxa,73200
Veracruz de Ignacio de la Llave,Playa Vicente,Colonia,La Guadalupe,95600
Oaxaca,San Jacinto Amilpas,Fraccionamiento,Arbolada Brenamiel,68285
Campeche,Calakmul,Ejido,Unidad y Trabajo,24645
Nayarit,Santiago Ixcuintla,Colonia,Villa de Guadalupe,63550
Morelos,Yautepec,Colonia,Vicente Guerrero,62736
Zacatecas,Ojocaliente,Fraccionamiento,El Papanton,98712
Hidalgo,Tetepango,Pueblo,Ulapa de Melchor Ocampo,42945
Chiapas,Tila,Pueblo,El Calvario Pulientel,29914
Jalisco,Zapopan,Colonia,El Quemado,45200
Baja California,Tijuana,Colonia,Garita Otay,22430
Baja California Sur,Los Cabos,Campamento,El Campamento,23560
Tabasco,Jalapa,Ciudad,Jalapa,86850
Tlaxcala,Chiautempan,Fraccionamiento,Los ?lamos,90804
Sonora,Cajeme,Colonia,Cajeme,85050
Morelos,Yautepec,Colonia,Francisco Villa,62736
Zacatecas,Ojocaliente,Fraccionamiento,El Portalillo,98718
Veracruz de Ignacio de la Llave,Coatepec,Fraccionamiento,La Herradura,91527
Puebla,Juan Galindo,Pueblo,Necaxaltepec,73211
Chiapas,Tila,Ejido,El Campanario,29914
Sinaloa,Angostura,Ejido,Bruno Beltran Garcia,81639
Baja California Sur,La Paz,Poblado comunal,La Trinidad,23250
Baja California,Tijuana,Unidad habitacional,FOVISSSTE,22457
Morelos,Yautepec,Colonia,Tehuixtlera,62736
Tlaxcala,Totolac,Unidad habitacional,Lomas del Sol,90163
Zacatecas,Ojocaliente,Fraccionamiento,Huerta Santa Teresa,98713
Hidalgo,Tlaxcoapan,Colonia,Centro,42950
Chiapas,Tila,Ejido,Jochintiol,29914
Sinaloa,Angostura,Ejido,Gustavo Diaz Ordaz,81640
Baja California,Tijuana,Fraccionamiento,Las Plazas,22640
Nayarit,Santiago Ixcuintla,Colonia,San Antonio,63550
Tamaulipas,Nuevo Laredo,Colonia,Bellavista,88179
Morelos,Yautepec,Colonia,Alejandra,62736
Tlaxcala,Totolac,Conjunto habitacional,San Marcos I,90163
Zacatecas,Ojocaliente,Colonia,Indeco,98712
Chiapas,Tila,Pueblo,Jolja,29915
Jalisco,Zapopan,Fraccionamiento,Residencial Militar,45138
Puebla,Tlaola,Pueblo,Chicahuaxtla,73220
Baja California Sur,La Paz,Ejido,Gral. Juan Dominguez Cota,23230
Baja California,Tijuana,Colonia,Maestros Universitarios,22457
Nayarit,Santiago Ixcuintla,Colonia,Santa Cecilia,63550
Durango,Nombre de Dios,Pueblo,Ojo de Agua de San Juan,34856
Sonora,Cajeme,Colonia,Parque Industrial,85065
Tamaulipas,Nuevo Laredo,Colonia,Bertha de Avellano,88179
Morelos,Yautepec,Colonia,Santa Rosa,62738
Tlaxcala,Totolac,Conjunto habitacional,San Marcos II,90163
Zacatecas,Ojocaliente,Barrio,Jerusalem,98715
Hidalgo,Tlaxcoapan,Pueblo,Doxey,42960
Quintana Roo,Cozumel,Fraccionamiento,Miraflores,77645
Sinaloa,Angostura,Ejido,Agustina Ramirez,81649
Baja California,Tijuana,Colonia,Otay Constituyentes,22457
Baja California Sur,Los Cabos,Fraccionamiento,Buena Vista,23473
Nayarit,Santiago Ixcuintla,Colonia,Emiliano Zapata,63550
Sonora,Cajeme,Colonia,La Reforma,85070
Tlaxcala,Totolac,Unidad habitacional,Tepectipac,90163
Zacatecas,Ojocaliente,Fraccionamiento,Las Lomas,98712
Chiapas,Tila,Pueblo,Nueva Esperanza,29915
Puebla,Tlaola,Pueblo,Tlaltepango,73220
Veracruz de Ignacio de la Llave,Veracruz,Colonia,La Loma,91727
Oaxaca,Santiago Jamiltepec,Pueblo,Atotonilquillo,71707
Baja California,Tijuana,Colonia,Plaza Otay,22450
Morelos,Cuautla,Colonia,Tierra y Libertad,62747
Quintana Roo,Solidaridad,Fraccionamiento,Real Ibiza,77723
Hidalgo,Atitalaquia,Colonia,Atitalaquia Centro,42970
Nayarit,Santiago Ixcuintla,Colonia,Talpita,63550
Durango,Nombre de Dios,Pueblo,Ojo de Agua los Berros (Los Berros),34857
Sonora,Cajeme,Colonia,Municipio Libre,85080
Tamaulipas,Nuevo Laredo,Colonia,Reforma Urbana,88179
Tlaxcala,Tetlatlahuca,Barrio,Atenco,90730
Zacatecas,Ojocaliente,Fraccionamiento,Las Villitas,98713
Chiapas,Tila,Pueblo,Petalcingo,29915
Jalisco,Zapopan,Hacienda,Santa Lucia,45200
Veracruz de Ignacio de la Llave,Playa Vicente,Colonia,La Loma,95600
Puebla,Tlaola,Pueblo,Tlaola,73220
Baja California,Tijuana,Colonia,Rinconada de Otay,22457
Morelos,Cuautla,Colonia,Santa Rosa,62747
Baja California Sur,Los Cabos,Fraccionamiento,Monte Real Residencial,23444
Quintana Roo,Solidaridad,Fraccionamiento,La Joya,77716
Sonora,Cajeme,Colonia,Miravalle,85090
Tamaulipas,Nuevo Laredo,Colonia,Rosita,88180
Tlaxcala,Tetlatlahuca,Barrio,Santa Cruz Capulinares,90734
Zacatecas,Ojocaliente,Fraccionamiento,Magisterial,98717
Coahuila de Zaragoza,Zaragoza,Colonia,Zaragoza Centro,26450
Chiapas,Tila,Pueblo,Tocob Leglemal,29915
Puebla,Tlaola,Pueblo,Xaltepuxtla,73220
Baja California,Tijuana,Colonia,Delicias,22457
Morelos,Cuautla,Unidad habitacional,Trigo Verde,62757
Baja California Sur,Los Cabos,Fraccionamiento,Villas de Cortez,23427
Hidalgo,Atitalaquia,Barrio,Cardonal,42970
Nayarit,Santiago Ixcuintla,Colonia,Roma,63550
Tamaulipas,Nuevo Laredo,Colonia,Las Torres,88184
Zacatecas,Ojocaliente,Colonia,Martel,98715
Oaxaca,San Jacinto Amilpas,Colonia,Azteca,68285
Morelos,Cuautla,Unidad habitacional,Piedra Blanca,62757
Baja California Sur,Los Cabos,Fraccionamiento,Colinas Plus,23444
Quintana Roo,Solidaridad,Residencial,Las Flores,77717
Hidalgo,Atitalaquia,Pueblo,Dendho,42970
Durango,Nombre de Dios,Ejido,Ignacio Zaragoza (Las Cotorras),34850
Sonora,Cajeme,Colonia,Valle Dorado,85095
Tamaulipas,Nuevo Laredo,Zona industrial,Parque Industrial 2 Laredos,88185
Zacatecas,Ojocaliente,Fraccionamiento,Nombre de Dios,98712
Campeche,Carmen,Ejido,Santa Rita,24325
Morelos,Cuautla,Colonia,12 de Octubre,62757
Baja California Sur,Los Cabos,Fraccionamiento,Costa Dorada,23434
Quintana Roo,Solidaridad,Fraccionamiento,Los Olivos,77714
Sonora,Cajeme,Colonia,Villa Fontana,85096
Zacatecas,Ojocaliente,Fraccionamiento,Nuevo Ojocaliente,98712
Veracruz de Ignacio de la Llave,Coatepec,Colonia,La Pitaya,91517
Jalisco,Zapopan,Colonia,Colina de los Robles,45134
Puebla,Tlaola,Pueblo,Cugtzonticpa,73227
Morelos,Cuautla,Zona comercial,Central de Abastos,62757
Baja California Sur,Los Cabos,Fraccionamiento,Loma Bonita,23434
Hidalgo,Atitalaquia,Barrio,Tezoquipa,42970
Sonora,Cajeme,Colonia,Valle Verde,85097
Tamaulipas,Nuevo Laredo,Fraccionamiento,La Fe,88187
Zacatecas,Ojocaliente,Colonia,Fernando Pamanes Escobedo,98718
Coahuila de Zaragoza,Zaragoza,Ejido,El Mimbre,26465
Tlaxcala,Xaloztoc,Colonia,Santa Cruz Zacatzontetla,90467
Puebla,Tlaola,Pueblo,Yetla,73228
Quintana Roo,Solidaridad,Fraccionamiento,Dunas,77725
Hidalgo,Atitalaquia,Barrio,Tlalminulpa,42970
Nayarit,Santiago Ixcuintla,Colonia,La Nayarita,63550
Tabasco,Tacotalpa,Pueblo,Lomas Alegres 1a Secc,86870
Durango,Nombre de Dios,Ejido,Amado Nervo,34864
Tamaulipas,Nuevo Laredo,Colonia,Mirador,88190
Tlaxcala,Tepeyanco,Fraccionamiento,Magisterial Tlahuicole,90182
Zacatecas,Ojocaliente,Colonia,Parga,98714
Jalisco,Zapopan,Colonia,El Tigre,45134
Puebla,Tlaola,Pueblo,Tlatlapanala,73230
Sinaloa,Angostura,Ejido,Rafael Buelna,81661
Baja California,Tijuana,Unidad habitacional,FOVISSSTE II,22450
Baja California Sur,Los Cabos,Fraccionamiento,Las Palmas,23477
Quintana Roo,Solidaridad,Fraccionamiento,Corales,77725
Hidalgo,Atitalaquia,Barrio,Tlamaco,42970
Veracruz de Ignacio de la Llave,Alvarado,Colonia,La Trocha,95277
Durango,Nombre de Dios,Pueblo,Lauro del Villar,34865
Tlaxcala,Tepeyanco,Poblado comunal,Gerardo Franco,90183
Zacatecas,Ojocaliente,Colonia,Real Bastidas,98715
Coahuila de Zaragoza,Zaragoza,Ejido,Zaragoza,26459
Jalisco,Zapopan,Colonia,El Tigre 2,45134
Puebla,Tlaola,Pueblo,Huixtla,73234
Sinaloa,Angostura,Ejido,Independencia,81664
Baja California,Tijuana,Colonia,Otay Campestre,22450
Nayarit,Compostela,Colonia,Arroyo,63705
Baja California Sur,Los Cabos,Fraccionamiento,Casa Mexicana,23467
Quintana Roo,Solidaridad,Fraccionamiento,Vela Mar,77725
Hidalgo,Atotonilco de Tula,Colonia,Atotonilco de Tula Centro,42980
Tamaulipas,Nuevo Laredo,Colonia,La Esperanza,88195
Zacatecas,Ojocaliente,Colonia,Real de Sacramento,98712
Coahuila de Zaragoza,Zaragoza,Ejido,La Maroma,26460
Puebla,Tlaola,Pueblo,Cuamila,73235
Oaxaca,San Juan Bautista Tuxtepec,Colonia,Bella Vista,68340
Sinaloa,Angostura,Residencial,Costa Azul,81666
Baja California,Tijuana,Colonia,Campestre Murua,22455
Baja California Sur,Los Cabos,Fraccionamiento,Punta Arena,23454
Hidalgo,Atotonilco de Tula,Pueblo,Progreso,42987
Tabasco,Tacotalpa,Ciudad,Tacotalpa,86870
Sonora,Cajeme,Colonia,Chapultepec,85100
Tamaulipas,Nuevo Laredo,Fraccionamiento,Loma Bonita,88195
Zacatecas,Ojocaliente,Colonia,Renacimiento,98713
Tlaxcala,Emiliano Zapata,Colonia,Guadalupe,90547
Veracruz de Ignacio de la Llave,Perote,Colonia,Landa,91273
Puebla,Tlaola,Pueblo,Tzitzicazapa,73237
Sinaloa,Angostura,Ejido,Leopoldo Sanchez Celis,81670
Nayarit,Compostela,Colonia,5 de Febrero,63705
Baja California Sur,Los Cabos,Residencial,Maranatha,23454
Veracruz de Ignacio de la Llave,Alvarado,Barrio,Las Aneas,95275
Hidalgo,Atotonilco de Tula,Barrio,Ocampo,42988
Durango,Nombre de Dios,Ejido,Rojas,34866
Sonora,Cajeme,Colonia,Noroeste,85100
Tamaulipas,Nuevo Laredo,Fraccionamiento,Zona de Tolerancia,88195
Morelos,Xochitepec,Colonia,Las Flores,62790
Zacatecas,Ojocaliente,Colonia,Luis Reyes,98715
Coahuila de Zaragoza,Zaragoza,Ejido,Maravillas,26465
Tlaxcala,Santa Apolonia Teacalco,Barrio,El Carril,90725
Jalisco,Zapopan,Colonia,Los Robles,45134
Puebla,Zihuateutla,Pueblo,Cerro Verde,73240
Baja California,Tijuana,Colonia,Ejido Chilpancingo,22446
Nayarit,Compostela,Colonia,Del Bosque,63703
Baja California Sur,Los Cabos,Residencial,San Luciano,23454
Quintana Roo,Solidaridad,Fraccionamiento,"Villas del Sol ""Plus""",77723
Hidalgo,Atotonilco de Tula,Barrio,El Refugio,42986
Tabasco,Tacotalpa,Ejido,Poana,86871
Durango,Nombre de Dios,Ejido,El Tobe,34860
Tamaulipas,Nuevo Laredo,Colonia,San Rafael,88200
Morelos,Xochitepec,Colonia,Loma Bonita,62790
Zacatecas,Ojocaliente,Fraccionamiento,Reginaldo Sandoval,98712
Veracruz de Ignacio de la Llave,Coatepec,Colonia,Las Azaleas,91580
Sinaloa,Angostura,Pueblo,La Reforma,81680
Baja California,Tijuana,Colonia,Mesetas del Guaycura,22214
Nayarit,Compostela,Ejido,Librado Rivera,63704
Baja California Sur,Los Cabos,Residencial,Tabachines,23460
Quintana Roo,Solidaridad,Fraccionamiento,In House,77723
Sonora,Cajeme,Colonia,Morelos,85110
Morelos,Xochitepec,Colonia,Obrera Popular,62790
Zacatecas,Ojocaliente,Fraccionamiento,San Jorge,98715
Tlaxcala,Santa Catarina Ayometla,Colonia,Tlaxcaltecatla,90775
Jalisco,Zapopan,Colonia,Vicente Guerrero,45134
Puebla,Zihuateutla,Pueblo,Zihuateutla,73242
Baja California,Tijuana,Colonia,Buenos Aires Norte,22200
Nayarit,Compostela,Colonia,Emiliano Zapata,63702
Quintana Roo,Solidaridad,Fraccionamiento,Punta Estrella,77723
Hidalgo,Atotonilco de Tula,Barrio,Vito,42985
Coahuila de Zaragoza,Morelos,Colonia,Morelos Centro,26500
Tamaulipas,Nuevo Laredo,Colonia,Matamoros,88210
Morelos,Xochitepec,Colonia,Nueva Morelos,62790
Zacatecas,Ojocaliente,Barrio,San Miguel,98712
Tlaxcala,Santa Catarina Ayometla,Colonia,Tlapayatla,90774
Jalisco,Zapopan,Colonia,Bosques de San Isidro,45133
Puebla,Zihuateutla,Pueblo,Ocomantla,73246
Sinaloa,Angostura,Colonia,Independencia (Chinitos),81690
Baja California,Tijuana,Colonia,Chapultepec Alamar,22110
Nayarit,Compostela,Colonia,Estadios,63705
Baja California Sur,Los Cabos,Fraccionamiento,Cumbres del Tezal,23454
Quintana Roo,Solidaridad,Fraccionamiento,Villas Maya,77725
Hidalgo,Atotonilco de Tula,Barrio,Texas,42986
Sonora,Cajeme,Colonia,Del Valle,85120
Tamaulipas,Nuevo Laredo,Colonia,Palacios,88220
Morelos,Xochitepec,Colonia,Miguel Hidalgo,62790
Zacatecas,Ojocaliente,Barrio,San Pedro,98717
Tlaxcala,Santa Catarina Ayometla,Colonia,Estocapa,90773
Jalisco,Zapopan,Colonia,Crucero de La Mesa,45189
Coahuila de Zaragoza,Allende,Colonia,Allende Centro,26530
Nayarit,Compostela,Colonia,Floresta,63705
Baja California Sur,Los Cabos,Fraccionamiento,Privanzas,23454
Quintana Roo,Solidaridad,Fraccionamiento,Playa Oasis,77725
Sonora,Cajeme,Unidad habitacional,Fovissste,85120
Tamaulipas,Nuevo Laredo,Colonia,Junta Federal de Mejoras Materiales,88230
Tlaxcala,Yauhquemehcan,Fraccionamiento,Coyotla,90454
Campeche,Carmen,Pueblo,Palma Baja,24328
Baja California,Tijuana,Colonia,Los ?lamos,22110
Nayarit,Compostela,Colonia,Francisco Villa,63702
Baja California Sur,Los Cabos,Fraccionamiento,La Vista,23454
Quintana Roo,Solidaridad,Fraccionamiento,El Cielo,77727
Hidalgo,Atotonilco de Tula,Barrio,Conejos,42990
Sonora,Cajeme,Unidad habitacional,Infonavit,85120
Morelos,Xochitepec,Colonia,3 de Mayo,62790
Tlaxcala,Tlaxco,Barrio,Chico,90255
Durango,Vicente Guerrero,Colonia,Vicente Guerrero Centro,34890
Zacatecas,Villa Hidalgo,Colonia,Nueva,98995
Veracruz de Ignacio de la Llave,Juchique de Ferrer,Colonia,Las Cruces,91450
Jalisco,Zapopan,Colonia,Mesa Colorada Oriente,45189
Nayarit,Compostela,Colonia,Guadalupana,63702
Sonora,Cajeme,Colonia,Santa Anita,85120
Tamaulipas,Nuevo Laredo,Colonia,Sistema de Agua y Saneamiento,88230
Morelos,Xochitepec,Colonia,La Pintora Los Laureles),62790
Tlaxcala,Tlaxco,Colonia,El Sabinal,90255
Jalisco,Zapopan,Colonia,Mesa Colorada Poniente,45189
Puebla,Zihuateutla,Pueblo,Cuaunepixca (La Cumbre),73255
Campeche,Carmen,Ejido,Bella Palizada,24320
Baja California,Tijuana,Colonia,Patrimonio Alamar,22465
Nayarit,Compostela,Colonia,Infonavit,63705
Sinaloa,Choix,Ejido,Tasajeras,81712
Veracruz de Ignacio de la Llave,Alvarado,Colonia,Las Escolleras,95272
Tabasco,Tacotalpa,Ejido,Guayal,86880
Sonora,Cajeme,Colonia,Bellavista,85130
Tamaulipas,Nuevo Laredo,Colonia,Guerrero,88240
Morelos,Xochitepec,Colonia,Las Palmas,62790
Tlaxcala,Tlaxco,Colonia,Santiago Tlatepoxco,90255
Zacatecas,Villa de Cos,Colonia,Del PRI,98436
Jalisco,Zapopan,Colonia,Mesa de los Ocotes,45189
Puebla,Zihuateutla,Pueblo,Tenanguito,73255
Campeche,Carmen,Pueblo,Arrozal,24320
Coahuila de Zaragoza,Allende,Ejido,Allende,26553
Baja California,Tijuana,Colonia,Arenales B,22460
Nayarit,Compostela,Colonia,La Huerta,63704
Baja California Sur,Los Cabos,Fraccionamiento,Puerta del Mar,23454
Sonora,Cajeme,Colonia,Fuentes Del Bosque,85130
Morelos,Xochitepec,Colonia,Club de Golf Santa Fe,62790
Durango,Vicente Guerrero,Pueblo,Graceros,34898
Veracruz de Ignacio de la Llave,Coatepec,Colonia,Las Golondrinas,91521
Zacatecas,Villa de Cos,Barrio,Fresnillito,98432
Hidalgo,Tulancingo de Bravo,Colonia,Adolfo Ruiz Cortines,43689
Jalisco,Zapopan,Pueblo,San Isidro,45135
Campeche,Carmen,Ejido,Polvoxal,24320
Coahuila de Zaragoza,Allende,Ejido,Chamacuero (El Seis),26563
Sinaloa,Choix,Pueblo,Baca,81718
Baja California Sur,Los Cabos,Fraccionamiento,Vistana,23454
Tabasco,Tacotalpa,Ejido,Pasamanos,86882
Tamaulipas,Nuevo Laredo,Colonia,Postal,88240
Morelos,Xochitepec,Colonia,Colinas de Santa Fe,62790
Tlaxcala,Tlaxco,Fraccionamiento,Xomitla,90250
Durango,Vicente Guerrero,Ejido,San Francisco Javier,34898
Hidalgo,Tula de Allende,Fraccionamiento,Alborada,42848
Puebla,Jopala,Pueblo,Buenos Aires,73260
